player_name,player_id
Nicolò Melli,1000
Ky Bowman,1001
Goga Bitadze,1002
Brandon Clarke,1003
Aaron Holiday,1004
Jarrett Culver,1005
Nassir Little,1006
Donte DiVincenzo,1007
Terance Mann,1008
Jaxson Hayes,1009
Kevin Porter Jr.,1010
Tony Bradley,1011
Svi Mykhailiuk,1012
Grant Williams,1013
Darius Bazley,1014
Bruno Fernando,1015
Admiral Schofield,1016
Johnathan Williams,1017
Michael Porter Jr.,1018
Isaiah Hartenstein,1019
Kelan Martin,1020
Sekou Doumbouya,1021
Derrick Walton,1022
Lonnie Walker IV,1023
Harry Giles,1024
Terence Davis,1025
Daniel Gafford,1026
Brandon Goodwin,1027
Luguentz Dort,1028
Zion Williamson,1029
Jerome Robinson,1030
Shake Milton,1031
Ryan Broekhoff,1032
Thanasis Antetokounmpo,1033
Wenyen Gabriel,1034
Javonte Green,1035
Cody Martin,1036
Romeo Langford,1037
Jordan McLaughlin,1038
Cameron Johnson,1039
Caleb Martin,1040
Naz Reid,1041
Malik Monk,1042
Juan Toscano-Anderson,1043
Drew Eubanks,1044
Mychal Mulder,1045
Brad Wanamaker,1046
Brian Bowen,1047
Coby White,1048
Chris Chiozza,1049
Miye Oni,1050
Georges Niang,1051
Tremont Waters,1052
Talen Horton-Tucker,1053
Luka ?amani?,1054
Keldon Johnson,1055
Nickeil Alexander-Walker,1056
Matt Thomas,1057
Alize Johnson,1058
Amir Coffey,1059
Juwan Morgan,1060
James Wiseman,1061
Isaac Okoro,1062
Deni Avdija,1063
Patrick Williams,1064
Killian Hayes,1065
Saddiq Bey,1066
Isaiah Roby,1067
Cole Anthony,1068
Isaiah Joe,1069
Tyrese Maxey,1070
Dakota Mathias,1071
Josh Green,1072
Tyrese Haliburton,1073
Gabe Vincent,1074
Precious Achiuwa,1075
Bol Bol,1076
Jae'Sean Tate,1077
Mason Jones,1078
KZ Okpala,1079
Jarred Vanderbilt,1080
Xavier Tillman Sr.,1081
Onyeka Okongwu,1082
Théo Maledon,1083
Anthony Gill,1084
Anthony Edwards,1085
LaMelo Ball,1086
Carsen Edwards,1087
Desmond Bane,1088
Devin Vassell,1089
Isaiah Stewart,1090
Garrison Mathews,1091
Payton Pritchard,1092
DaQuan Jeffries,1093
Facundo Campazzo,1094
Jaden McDaniels,1095
Chris Boucher,1096
Zeke Nnaji,1097
Dean Wade,1098
Justin Patton,1099
Jalen McDaniels,1100
Yuta Watanabe,1101
Nico Mannion,1102
Aleksej Pokusevski,1103
Chuma Okeke,1104
Ty Jerome,1105
Moses Brown,1106
Immanuel Quickley,1107
Alen Smailagi?,1108
Devontae Cacok,1109
Jordan Nwora,1110
Sam Merrill,1111
Axel Toupane,1112
Saben Lee,1113
Brodric Thomas,1114
Naji Marshall,1115
R.J. Hampton,1116
Malachi Flynn,1117
Nic Claxton,1118
Vernon Carey Jr.,1119
Paul Watson,1120
Tyler Cook,1121
Oshae Brissett,1122
Armoni Brooks,1123
KJ Martin,1124
PJ Dozier,1125
Chimezie Metu,1126
Charlie Brown Jr.,1127
Tre Jones,1128
Anthony Lamb,1129
Aaron Nesmith,1130
Khyri Thomas,1131
Jalen Harris,1132
Markus Howard,1133
Vlatko ?an?ar,1134
Freddie Gillespie,1135
Jay Scrubb,1136
Killian Tillie,1137
Jalen Smith,1138
Mamadi Diakite,1139
Josh Hall,1140
Louis King,1141
Chris Duarte,1142
Scottie Barnes,1143
Evan Mobley,1144
Jalen Green,1145
Franz Wagner,1146
Jalen Suggs,1147
Josh Giddey,1148
Herbert Jones,1149
Jeremiah Robinson-Earl,1150
Cade Cunningham,1151
Alperen Sengun,1152
Paul Reed,1153
Luka Garza,1154
Aaron Wiggins,1155
Nick Richards,1156
Tre Mann,1157
Sandro Mamukelashvili,1158
Ayo Dosunmu,1159
Leandro Bolmaro,1160
Quentin Grimes,1161
David Duke Jr.,1162
Davion Mitchell,1163
Moses Moody,1164
Josh Christopher,1165
Kessler Edwards,1166
Cam Thomas,1167
Jonathan Kuminga,1168
Lamar Stevens,1169
Javonte Smart,1170
Max Strus,1171
Hassani Gravett,1172
Skylar Mays,1173
Tacko Fall,1174
Corey Kispert,1175
Omer Yurtseven,1176
Dalano Banton,1177
John Konchar,1178
Chaundee Brown Jr.,1179
Nathan Knight,1180
Kevin Pangos,1181
Duane Washington Jr.,1182
Obi Toppin,1183
Miles McBride,1184
Trent Forrest,1185
Cassius Stanley,1186
Keifer Sykes,1187
Udoka Azubuike,1188
Ziaire Williams,1189
Joshua Primo,1190
Elijah Hughes,1191
Jared Butler,1192
Day'Ron Sharpe,1193
Jock Landale,1194
Jose Alvarado,1195
Jaylen Nowell,1196
Isaiah Jackson,1197
Terry Taylor,1198
CJ Elleby,1199
Bones Hyland,1200
Austin Reaves,1201
Keon Johnson,1202
Keljin Blevins,1203
Brandon Williams,1204
Trendon Watford,1205
Lindy Waters III,1206
Olivier Sarr,1207
Jericho Sims,1208
Vit Krejci,1209
Usman Garuba,1210
Greg Brown III,1211
Isaiah Livers,1212
Jaylen Hoard,1213
Ignas Brazdeikis,1214
Zavier Simpson,1215
Georgios Kalaitzakis,1216
Haywood Highsmith,1217
Trey Murphy III,1218
Reggie Perry,1219
Didi Louzada,1220
Paolo Banchero,1221
Jaden Ivey,1222
Jabari Smith Jr.,1223
Santi Aldama,1224
Jeremy Sochan,1225
Christian Koloko,1226
Keegan Murray,1227
Shaedon Sharpe,1228
Jalen Williams,1229
Malaki Branham,1230
MarJon Beauchamp,1231
Andrew Nembhard,1232
Nikola Jovi?,1233
AJ Griffin,1234
Jordan Goodwin,1235
Caleb Houstan,1236
Wendell Moore Jr.,1237
Jalen Johnson,1238
Dyson Daniels,1239
David Roddy,1240
Ish Wainright,1241
Bennedict Mathurin,1242
Walker Kessler,1243
Dru Smith,1244
Jalen Duren,1245
Charles Bassey,1246
Moussa Diabaté,1247
Eugene Omoruyi,1248
Christian Braun,1249
Jaylin Williams,1250
Max Christie,1251
Orlando Robinson,1252
Daishen Nix,1253
Tari Eason,1254
Bryce McGowens,1255
Sam Hauser,1256
McKinley Wright IV,1257
Blake Wesley,1258
Mark Williams,1259
Ochai Agbaji,1260
Brandon Boston Jr.,1261
TyTy Washington Jr.,1262
JT Thor,1263
Simone Fontecchio,1264
Jaden Hardy,1265
Julian Champagnie,1266
Johnny Davis,1267
Jeenathan Williams,1268
John Butler,1269
Peyton Watson,1270
Jaden Springer,1271
Lindell Wigginton,1272
A.J. Green,1273
Isaiah Todd,1274
Xavier Cooks,1275
